MTV,#genre#
程琳妈妈的吻,https://vd3.bdstatic.com/mda-mfkdrtzfmfueyfmr/sc/cae_h264/1624269261277006843/mda-mfkdrtzfmfueyfmr.mp4
程琳酒干倘卖无,https://vd3.bdstatic.com/mda-rer535g0zbug3b8a/720p/bd265_cae_visr_v7/1748232452995364811/mda-rer535g0zbug3b8a.mp4
张学友祝福,https://vdse.bdstatic.com/h265/bd86be3d6425accb80fbba20d7f1166352.mp4
张学友吻别,https://vd3.bdstatic.com/mda-pmg9mrimnrgtmuhs/hd/cae_h264/1702813135084226556/mda-pmg9mrimnrgtmuhs.mp4
张学友只想一生跟你走,https://vdse.bdstatic.com/h265/bd8fe9f94c3cd33cbceef019ec531e1c80.mp4
张学友等你等到我心痛,https://vdse.bdstatic.com//15e70c82ad7e0bcafaee8717c5ebfca4.mp4
张学友每天爱你多一些,https://vdse.bdstatic.com/h265/bd27405c5e29e5dc7cb96489521643e801.mp4
周华健让我欢喜让我忧,https://vd3.bdstatic.com/mda-qfcnqur08fi41f8p/sc/bd265_cae_roi_v6/1718575543892646821/mda-qfcnqur08fi41f8p.mp4
真的爱你,https://vdse.bdstatic.com/h265/bd52a8694190260cdaa4d61cea00dc34a5.mp4
喜欢你,https://vdse.bdstatic.com/h265/bd4483c9d51d48d39552f3b99ee3c2cbd1.mp4
张雨生再回首,https://vd3.bdstatic.com/mda-pea6dsn711xx3wqq/sc/cae_h264/1683834689775608934/mda-pea6dsn711xx3wqq.mp4?
张雨生我的未来不是梦,https://vd3.bdstatic.com/mda-pdgdp1kb8mnq4gcy/hd/mda-pdgdp1kb8mnq4gcy.mp4
一身何求,https://vdse.bdstatic.com/h265/bd89fe4db440906460afd00487c34b6f92.mp4
伍思凯特别的爱给特别的你,https://vd3.bdstatic.com/mda-kmgw2jesadx0z1gh/sc/bd265_cae_v4_roi/1666860048349527544/mda-kmgw2jesadx0z1gh.mp4
五月缘分,https://vdse.bdstatic.com/h265/bda485198c050be9aba538773ddf16cc6f.mp4
陈慧琳记事本,https://vd3.bdstatic.com/mda-rcbjmdnw8g5t4xir/720p/bd265_cae_visr_v7/1741788693155010612/mda-rcbjmdnw8g5t4xir.mp4
陈淑桦梦醒时分,https://vd3.bdstatic.com/mda-riazx0juhyifqj34/720p/bd265_cae_roi_v8_2/1757723841805737701/mda-riazx0juhyifqj34.mp4
张雨生雨一直下,https://vdse.bdstatic.com/h265/bdcbac3382b0d1aea9c1a630c16afe8797.mp4
钟镇涛只要你过得比我好,https://vd3.bdstatic.com/mda-jeaci93sht9sdfes/sc/mda-jeaci93sht9sdfes.mp4
红颜知己,https://vdse.bdstatic.com/h265w2/wz2415cd49b03a02ba85cc69e066e1aa5f.mp4
流星雨,https://vdse.bdstatic.com/h265/bdb49d57c9f9e3afc69a6d82a5ac6ed315.mp4
伤心太平洋,https://vdse.bdstatic.com/h265/bd0a208741414f0fc89f7b63032dadc2d3.mp4
心太软,https://vdse.bdstatic.com/h265/bd2cf0a0201395d5551c608c91634e458e.mp4
大头鞋,https://vd3.bdstatic.com/mda-ncecggndu12b3aqr/hd/cae_h264_delogo/1647334836830833644/mda-ncecggndu12b3aqr.mp4
朋友,https://vd3.bdstatic.com/mda-iivxv3f66nyp3mye/hd/mda-iivxv3f66nyp3mye.mp4
驼铃,https://vd3.bdstatic.com/mda-mbcbj2shdb5n8ege/cae_h264/1679584139137348423/mda-mbcbj2shdb5n8ege.mp4
牡丹之歌,https://vd3.bdstatic.com/mda-kdpi566bxtz3zpqu/sc/bd265_cae_v4_roi/1664950875011344145/mda-kdpi566bxtz3zpqu.mp4
我的中国心[爱心],https://vd3.bdstatic.com/mda-qc9h7fs12vf2vg2u/hd/cae_h264/1710072755438741054/mda-qc9h7fs12vf2vg2u.mp4
万里长征用不到,https://vdse.bdstatic.com/h265/bd5bdc729f646180dc979fd0057912b780.mp4
上海滩,https://vd3.bdstatic.com/mda-mkf3j23x8vr8bc79/hd/cae_h264/1637032794957244867/mda-mkf3j23x8vr8bc79.mp4
中国人,https://vd3.bdstatic.com/mda-jk0cpsua6yy9bdwu/hd/mda-jk0cpsua6yy9bdwu.mp4
掌声响起来,https://vd3.bdstatic.com/mda-qakdkdv2xhizrmcm/sc/bd265_cae_visr_v6/1705836555184004873/mda-qakdkdv2xhizrmcm.mp4
风雨兼程,https://vd3.bdstatic.com/mda-qd4j8gg32tjpt8ci/576p/h264/1712324192314492609/mda-qd4j8gg32tjpt8ci.mp4
小螺号,https://vd3.bdstatic.com/mda-jkrt06av1h23zx3k/hd/mda-jkrt06av1h23zx3k.mp4
恋曲1990,https://vdse.bdstatic.com/h265/bd78cff83ab51204071a6cac6250bdd182.mp4
把根留住,https://vd3.bdstatic.com/mda-pdtiymjenx6e5bp9/576p/h264/1682688260120544592/mda-pdtiymjenx6e5bp9.mp4
让生命等候,https://vd3.bdstatic.com/mda-ki6f15u4nvw9p9a7/v2-hknm/hd/mda-ki6f15u4nvw9p9a7.mp4
不懂我的心,https://vd3.bdstatic.com/mda-pcmce7gq5tqqjknw/576p/h264/1679475374393888015/mda-pcmce7gq5tqqjknw.mp4
借我一点爱,https://vd3.bdstatic.com/mda-pd14bg34kh44v3ca/hd/cae_h264/1680405309496453589/mda-pd14bg34kh44v3ca.mp4
董安格90,https://vd3.bdstatic.com/mda-pkg6sfrk2auz7z50/hd/cae_h264/1700203309818931306/mda-pkg6sfrk2auz7z50.mp4
千千阙歌,https://vdse.bdstatic.com//505917a91c2d49c16d33eb0c343999c7.mp4
甜蜜蜜,https://vdse.bdstatic.com/h265/bdf7104067c0ae8cdd614898838082d923.mp4
千言万语,https://vdse.bdstatic.com/h265/bdea152d22edf6fcff2f6877093df36e48.mp4
恰似你的温柔,https://vd3.bdstatic.com/mda-jd2kr1jchphvsmc0/sc/mda-jd2kr1jchphvsmc0.mp4
走过咖啡屋,https://vd3.bdstatic.com/mda-kdpuy4547ws913du/v1-cae/sc/mda-kdpuy4547ws913du.mp4
万水千山总是情,https://vd3.bdstatic.com/mda-ndfg7taxiwvr7af7/hd/cae_h264_delogo/1650115071752941449/mda-ndfg7taxiwvr7af7.mp4
邓丽君在水一方,https://vdse.bdstatic.com/h265/bdb4952a55f59d8e0177628770f1b9d7be.mp4
邓丽君榕树下,https://vdse.bdstatic.com/h265/bdaa622d379869525d2db61a1c7d400186.mp4
邓丽君月亮代表我的心,https://vdse.bdstatic.com/h265/bd60cc486d210895686fcc5c44a7e3c8d3.mp4
邓丽君10首歌,https://vdse.bdstatic.com//1523e694145cd06d2be634cd5661c48b.mp4
当我想你的时候,https://vdse.bdstatic.com/h265/bdd3fd0c5af1b3df79c89696f4051c0a37.mp4
月儿想柠檬🍋,https://vd3.bdstatic.com/mda-nj6e8a5ze4jge3e9/sc/bd265_cae_visr_v5/1700606637237294267/mda-nj6e8a5ze4jge3e9.mp4
刘欢少年装志不言愁,https://vdse.bdstatic.com//61a0e96a2ccd1cb535d558ee0cf81b6c.mp4
刘欢千万次的问,https://vd3.bdstatic.com/mda-mdhu9mniuabkzib9/sc/bd265_cae_roi_v6/1706566678165871098/mda-mdhu9mniuabkzib9.mp4
迟志强十不该,https://vdse.bdstatic.com/h265/bd5f5e15652ed56840a5a2006ba39b23f3.mp4
迟志强愁啊愁,https://vd3.bdstatic.com/mda-mme1ngqqi2djf1z3/hd/cae_h264/1639531488188730367/mda-mme1ngqqi2djf1z3.mp4
迟志强心声,https://vd3.bdstatic.com/mda-mmpaz9caufbre2ie/hd/cae_h264/1640393840419242579/mda-mmpaz9caufbre2ie.mp4
迟志强铁窗泪,https://vd3.bdstatic.com/mda-jecsqy29wgbfzp4z/sc/bd265_cae_roi_v5/1697673545277937554/mda-jecsqy29wgbfzp4z.mp4
迟志强狱中望月,https://vd3.bdstatic.com/mda-idiaz9rzgd54y6ji/logo/hd/mda-idiaz9rzgd54y6ji.mp4
迟志强狱中十二月,https://vdse.bdstatic.com/h265/bdaef394ead848a43abd2dffd5d9ea8936.mp4
两只蝴蝶,https://vdse.bdstatic.com/h265/bd3f53f67a1d8ab14ad040f848edf3c83c.mp4
丁香花🌸,https://vdse.bdstatic.com/h265/bdfd7d2eb1d4c901ab0724b8a66d8c299b.mp4
无言的结局,https://vdse.bdstatic.com/h265/bde9b7b35dec6007758744f6aca15cccef.mp4
新鸳鸯蝴蝶梦,https://vdse.bdstatic.com/h265/bd257669d395ebd8ca7c9b80b03ab3c6f4.mp4
一千零一夜,https://vdse.bdstatic.com/h265/bdd100cf72feec9c71066ebd37fb008c8d.mp4
涛声依旧,https://vdse.bdstatic.com/h265/bd1b67c3cfc0b404acd904604b03e9daf5.mp4
亚洲雄风,https://vdse.bdstatic.com/h265/bd19a97a783727fe2114bba5f414b637e1.mp4
在雨中,https://vdse.bdstatic.com/h265/bd8109dc0cdf122fa1c96f27e5d33c32d9.mp4
九妹,https://vdse.bdstatic.com/h265/bd6200a2f4ec4494a0f1971829dad86c09.mp4
九百九十九朵玫瑰🌹,https://vd3.bdstatic.com/mda-rin9gs83hd9tkr4j/720p/bd265_cae_roi_v8_2/1758622081778350684/mda-rin9gs83hd9tkr4j.mp4
九九女儿红,https://vd3.bdstatic.com/mda-jk3wm11nh8ia4f1w/sc/bd265_cae_v4/1655853638952414426/mda-jk3wm11nh8ia4f1w.mp4
红高粱酒神歌,https://vdse.bdstatic.com/h265/bdadf6e4db8bdca0d8240bd6b0a4af1905.mp4
迟来的爱❤️,https://vd3.bdstatic.com/mda-mavx49k3r62x03b2/v1-cae/sc/mda-mavx49k3r62x03b2.mp4
心雨❤️,https://vd3.bdstatic.com/mda-nin6f3bexvuwhnui/cae_h264/1664013773130911188/mda-nin6f3bexvuwhnui.mp4
陈星流浪歌,https://vd3.bdstatic.com/mda-raeuqpx2u1m9n5gt/360p/bd265_cae_roi_v7/1736980747006919037/mda-raeuqpx2u1m9n5gt.mp4
❤️潮湿的心❤️,https://vdse.bdstatic.com/h265/bde939ef46ae03275efa9ea4205a96bde1.mp4
像雾像雨又像风,https://vdse.bdstatic.com/h265/bd9bf47e301547d514bf40dbbc2805459f.mp4
祈祷🙏🏻,https://vd3.bdstatic.com/mda-qfihmm27j0pjct1d/sc/bd265_cae_visr_v6/1718815473640893617/mda-qfihmm27j0pjct1d.mp4
童年,https://vdse.bdstatic.com/h265/bdebfcb1a3f50f719b0ee850bd9807fcad.mp4
长相依,https://vd3.bdstatic.com/mda-rafupdsmebm2hf3z/360p/bd265_cae_roi_v7/1737062307789241745/mda-rafupdsmebm2hf3z.mp4
杜十娘,https://vd3.bdstatic.com/mda-rh8zpq439kqe4p81/360p/bd265_cae_roi_v8_2/1754788898941690185/mda-rh8zpq439kqe4p81.mp4
萍聚,https://vd3.bdstatic.com/mda-qfaw59mw5td9jaqv/sc/bd265_cae_visr_v6/1718144232868960299/mda-qfaw59mw5td9jaqv.mp4
梦驼铃,https://vd3.bdstatic.com/mda-ritwsq3k7zpubhbt/720p/bd265_cae_roi_v8_2/1759097881937848939/mda-ritwsq3k7zpubhbt.mp4?
明天会更好,https://vdse.bdstatic.com//ced4ff10088d3e12f949ecccf8d619d6.mp4
千年等一回,https://vdse.bdstatic.com/h265/bd1b016957f700bdb702c9c8f943b8ba63.mp4
三月里的小雨,https://vd3.bdstatic.com/mda-mmh0x04wuxk0b5nc/sc/cae_h264/1639790190256258199/mda-mmh0x04wuxk0b5nc.mp4
邓丽君北国之春,https://vd3.bdstatic.com/mda-jinqm280ecppjh5c/sc/bd265_cae_roi_v5/1694800547578806915/mda-jinqm280ecppjh5c.mp4
牵挂你的人是我,https://vdse.bdstatic.com//a336862a56c7a2e56862e675a898db75.mp4
车载情歌21首,https://vd3.bdstatic.com/mda-pjqpkvqfud9t7cpp/576p/h264/1698252265089513313/mda-pjqpkvqfud9t7cpp.mp4
13首DJ情歌,https://vd3.bdstatic.com/mda-pd281c17zt2yy3yp/hd/cae_h264/1680839721503780986/mda-pd281c17zt2yy3yp.mp4
小虎队爱,https://vd3.bdstatic.com/mda-jhgvrv17ijg9wjdj/sc/bd265_cae_v4_roi/1666065981196250294/mda-jhgvrv17ijg9wjdj.mp4
杨坤那一天,https://vdse.bdstatic.com/h265/bd9e22f5643a6689a792c22cbb0c6cc7a1.mp4
杨坤站台,https://vdse.bdstatic.com//d2921abc4f029fb976c1196dc11a5b72.mp4
杨坤我无所谓,https://vdse.bdstatic.com/h265/bd84e94c8d8d7888f0f3aa7ce0825203c2.mp4
金志文远走高飞,https://vdse.bdstatic.com//d768277695caaec266e579bd452d7031.mp4
让我一次爱个够,https://vd3.bdstatic.com/mda-qiakjsga7nykdeat/sc/bd265_cae_visr_v6/1726066438784380119/mda-qiakjsga7nykdeat.mp4
林忆莲至少还你,https://vdse.bdstatic.com/h265/bd3914cd98a65af012935be58488832db9.mp4
张惠妹哭砂,https://vdse.bdstatic.com/h265/bdb0a43e6521c6f571fa416814466fa7a1.mp4
张惠妹听海,https://vdse.bdstatic.com/h265/bdb9e8d0a37f74a76655b1ad2300df7e07.mp4
张惠妹可以抱你,https://vdse.bdstatic.com/h265/bd2db3834556eacc88f3ad0448ebf8dad4.mp4
踏浪,https://vd3.bdstatic.com/mda-kkv0wydeqrgdqtiw/v1-cae/hd/mda-kkv0wydeqrgdqtiw.mp4
刘落英后来,https://vdse.bdstatic.com//938bafdf45573190a8c337b424bf04a8.mp4
伤不起,https://vdse.bdstatic.com/h265/bd8d41a13416bca9652b7a3b6cabfe67af.mp4
众人划桨开动大帆船,https://vd3.bdstatic.com/mda-qc0hcxqdtff3snct/576p/h264/1709295472380145130/mda-qc0hcxqdtff3snct.mp4
别问我是谁,https://vd3.bdstatic.com/mda-qdgjbti1wzu4i33i/sc/bd265_cae_roi_v6/1713659656546794219/mda-qdgjbti1wzu4i33i.mp4
走进新时代,https://vdse.bdstatic.com/h265/bdaca721b03747e74d15680e3e1ca0c45d.mp4
小白杨,https://vdse.bdstatic.com/h265/bd4abbfd1ea3fcca83f7cc242c2c03a317.mp4
跟着感觉走,https://vdse.bdstatic.com/h265/bd0c5a0b653bf118114badac3845630d90.mp4
初恋情人,https://vdse.bdstatic.com/h265/bd35d405017b6374d7c4e6df965aca7592.mp4
爱一个人好难,https://vdse.bdstatic.com/h265/bde25b0683b7d330dd4da14af5667c6ae7.mp4
心在跳情在烧,https://vdse.bdstatic.com/h265/bd0cb662627a5cf3710287d2cae40538e9.mp4
舞女2,https://vdse.bdstatic.com//33eda7ffad6fa93d1e4fbf944fcb6a1f.mp4
光辉岁月,https://vdse.bdstatic.com/h265/bd70635793b7c7f2bcf0b470b8d92d525b.mp4
红尘情歌,https://vdse.bdstatic.com/h265/bd2c1c5360a7ee61e02879330ce4d3e010.mp4
牧羊曲,https://vdse.bdstatic.com//0466a84603eabfda4fd9f6706c389ed7.mp4
小苹果🍎,https://vd3.bdstatic.com/mda-pmtef6nugg3uc5xe/576p/h264/1703758587081442365/mda-pmtef6nugg3uc5xe.mp4
四季歌,https://vdse.bdstatic.com/h265/bd3b3e28bbe88f43102bf5e6ca517f7611.mp
编花篮,https://vdse.bdstatic.com/h265/bd38d2445de85c95b15c839132b83599e8.mp4
韭菜炒大葱,https://vd3.bdstatic.com/mda-mhrczt6xhxnm711v/sc/bd265_cae_visr_v6/1702690085563742900/mda-mhrczt6xhxnm711v.mp4
飘雪,https://vd3.bdstatic.com/mda-nin6eyj721m4nwh7/hd/cae_h264/1663992130912038971/mda-nin6eyj721m4nwh7.mp4
真的爱你,https://vdse.bdstatic.com/h265/bd92bbeb952cb18415b258cb7d74cdcdfb.mp4
叶倩文祝福,https://vdse.bdstatic.com/h265/bd2ca07f42148a8257a8c3302663cf3b8d.mp4
叶倩文真心真意过一生,https://vdse.bdstatic.com/h265/bd553f4b8ee861ae5ea9859fe431beddb4.mp4
叶倩文选择,https://vdse.bdstatic.com//60f3ded8e9bb36f11b486ac6521ef646.mp4
男儿当自强,https://vd3.bdstatic.com/mda-qbazk0k6jb866we9/cae_h264/1707820384678910229/mda-qbazk0k6jb866we9.mp4
相思风雨中,https://vdse.bdstatic.com//00956a688208ddedb133dacda821d489.mp4
费翔冬天里的一把火,https://vd3.bdstatic.com/mda-nk70fzbk1mstg8jc/sc/bd265_cae_visr_v6/1721687657409120209/mda-nk70fzbk1mstg8jc.mp4
费翔溜溜的她,https://vdse.bdstatic.com//e5d79fbf912675f35d30ae4fbedee03d.mp4
张蔷好好爱我,https://vd3.bdstatic.com/mda-pcmch0gncg04qg1u/hd/cae_h264/1679475545060819141/mda-pcmch0gncg04qg1u.mp4
张蔷一阵恼人的秋风,https://vd3.bdstatic.com/mda-qiixa7kzuzj1n7z3/576p/h264/1726783568764264307/mda-qiixa7kzuzj1n7z3.mp4
我遇见你就笑,https://vdse.bdstatic.com/h265/bd6a204ad56469b3beb4858698dcb2492e.mp4
张蔷拍手迪斯科,https://vd3.bdstatic.com/mda-pm2x1xjh7m5phjy2/576p/h264/1701640538887255588/mda-pm2x1xjh7m5phjy2.mp4
张蔷月光迪斯科,https://vd3.bdstatic.com/mda-qg72he3hk94b8txe/576p/h264/1720403304817225542/mda-qg72he3hk94b8txe.mp4
一无所有,https://vdse.bdstatic.com/h265/bd60609f1e5b0180855a752de9d9bcb9b3.mp4
张帝14个问答,https://vdse.bdstatic.com/h265/bdcf36579c6341dd6574dc0dbc6665fc86.mp4
番薯卫视,http://61.216.67.119:1935/TWHG/E1/playlist.m3u8
迪斯科,https://vdse.bdstatic.com//c9a6af1ed07ef8aa35cfc1c1e6f0aafa.mp4
人生没有回头路,https://vd3.bdstatic.com/mda-nji0tnry3przp0bt/sc/cae_h264/1666177531006205240/mda-nji0tnry3przp0bt.mp4?
Channel [V],http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
CMC 音乐台,https://stream1.freetv.fun/california-music-channel-1.m3u8
SAGA 音乐台,https://stream1.freetv.fun/saga-music-1.m3u8
今日热歌DJ《如果爱还在》,https://vd2.bdstatic.com/mda-mhhf5mr00yyhpfjs/1080p/cae_h264/1629284581057661229/mda-mhhf5mr00yyhpfjs.mp4
推荐9首DJ舞曲,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
动感DJ《苦了累了听听歌》,https://vd4.bdstatic.com/mda-mhqekuf2r91v08dt/1080p/cae_h264/1629888246186602728/mda-mhqekuf2r91v08dt.mp4
车载必备DJ《殇雪》,https://vd3.bdstatic.com/mda-mhve4gb9hi8cstzk/1080p/cae_h264/1630319514896018158/mda-mhve4gb9hi8cstzk.mp4
郭镐鸣《野摩托》,https://vd3.bdstatic.com/mda-mekfm7wu6f4rtt99/1080p/cae_h264/1621595318412084671/mda-mekfm7wu6f4rtt99.mp4
赵蕾蕾《寂寞的城伤心的人》,https://vd2.bdstatic.com/mda-mesdm11tdp69a9ye/1080p/cae_h264/1622115758783335310/mda-mesdm11tdp69a9ye.mp4
DJ版《真的为你哭了》,https://vd2.bdstatic.com/mda-me5chwexudvzcayg/fhd/cae_h264_nowatermark/1620297137821103617/mda-me5chwexudvzcayg.mp4
海来阿木《浪子心》DJ沈念版,https://vd3.bdstatic.com/mda-mgr9s5pv0jeqbcm8/1080p/cae_h264/1627298307874491239/mda-mgr9s5pv0jeqbcm8.mp4
伤感DJ《等》,https://vd2.bdstatic.com/mda-mhq92a7nafrh8dma/1080p/cae_h264/1629977686796490849/mda-mhq92a7nafrh8dma.mp4
DJ版《夜难眠》,https://vd3.bdstatic.com/mda-mh5hwg99vtp777bj/1080p/cae_h264/1628420576290088489/mda-mh5hwg99vtp777bj.mp4
DJ小鱼儿 - 如果你真的要离开 (DJ加快版),https://vd4.bdstatic.com/mda-mfh4rq9drsza8gf9/1080p/cae_h264/1623987066817324460/mda-mfh4rq9drsza8gf9.mp4
《忘川彼岸DJ》,https://vd2.bdstatic.com/mda-md2eyfntemujuft5/1080p/cae_h264/1617446472/mda-md2eyfntemujuft5.mp4
DJ音乐舞曲《一千个轮回》,https://vd4.bdstatic.com/mda-mdu1939m1muvhme3/1080p/cae_h264/1619662287022848524/mda-mdu1939m1muvhme3.mp4
DJ 最美不过你的微笑,https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4
车载DJ《多年以后》,https://vd3.bdstatic.com/mda-mhqekuegbh6112js/1080p/cae_h264/1629891559415737083/mda-mhqekuegbh6112js.mp4
红尘只是个过客,https://vd2.bdstatic.com/mda-mhq68s6g444n437t/hd/cae_h264/1629865742325435508/mda-mhq68s6g444n437t.mp4
百花香(抖音DJ版),https://vd4.bdstatic.com/mda-mdsd1z3wbqeeyumq/fhd/cae_h264_nowatermark/1620021906658368673/mda-mdsd1z3wbqeeyumq.mp4
经典老歌DJ舞曲七首,https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
精选五首DJ男声串烧,https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
韩可可《错位时空》DJ版,https://vd3.bdstatic.com/mda-mgciytzb45z6z8yj/1080p/cae_h264/1626183756603775947/mda-mgciytzb45z6z8yj.mp4
忘记你需要多久(DJ小鱼儿版),https://vd2.bdstatic.com/mda-mc1sm1r5s9azchjv/v1-cae/1080p/mda-mc1sm1r5s9azchjv.mp4
抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
一夜火爆i网络DJ舞曲,https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
6首DJ情歌,https://vdse.bdstatic.com//e0ad4d203cd7d7ffa943544c8d2ddbd3.mp4
几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
精选6首DJ情歌,https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
酒吧DJ舞曲,https://vdse.bdstatic.com//5208fb24e1d76b0e81f992e91537f086.mp4
花都开了你来不来DJ,https://vd3.bdstatic.com/mda-mdee523swbezmsin/480p/h264/1618480997/mda-mdee523swbezmsin.mp4
甜歌美人舞,https://vd2.bdstatic.com/mda-ndr6b7bxbcxhs2hn/480p/h264_delogo/1650947738307316588/mda-ndr6b7bxbcxhs2hn.mp4
疯疯疯,https://vd3.bdstatic.com/mda-ndk6wn1pf4bf8uye/480p/h264_delogo/1650516770231448538/mda-ndk6wn1pf4bf8uye.mp4
真心太难求,https://vdse.bdstatic.com//19652aae08e5960c7ec9694e87e0d1f0.mp4
DJ一万个舍不得,https://vd2.bdstatic.com/mda-km7x66e67pzh3s23/v1-cae/sc/mda-km7x66e67pzh3s23.mp4
DJ石头心,http://listen.92kk.com:8811/%2F2020%2F%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91%2F2020-03%2F2020-03-09%2F%5BMp4%5D%E9%98%BF%E5%90%89%E4%BB%94-%E7%9F%B3%E5%A4%B4%E5%BF%83-%E8%BD%A6%E8%BD%BDDJ%E9%9F%B3%E4%B9%90%E7%B2%BE%E5%93%81%E7%BE%8E%E5%A5%B3%E7%83%AD%E8%88%9EDJ%E8%A7%86%E9%A2%91%5B%E7%8B%AC%5D.mp4
DJ让我欢喜让我忧,http://listen.92kk.com:8811/%2F2020%2F%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91%2F2020-08%2F2020-08-22%2F%5BMp4%5D%E6%9D%A8%E5%B0%8F%E5%A3%AEvs%E9%B9%8F%E9%B9%8F-%E8%AE%A9%E6%88%91%E6%AC%A2%E5%96%9C%E8%AE%A9%E6%88%91%E5%BF%A7-%E8%BD%A6%E8%BD%BDDJ%E9%9F%B3%E4%B9%90%E7%B2%BE%E5%93%81%E7%BE%8E%E5%A5%B3%E7%83%AD%E8%88%9EDJ%E8%A7%86%E9%A2%91%5B%E7%8B%AC%5D.mp4
DJ揣着梦想走,https://txmov2.a.kwimgs.com/upic/2022/02/25/08/BMjAyMjAyMjUwODU3NTNfNDgxMDc1MjAyXzY4MzQ3NDE3MTkxXzJfMw==_b_B82c9abb3bc16937e87baa32d383adedb.mp4
DJ秀丽江山,http://listen.92kk.com:8811/%2F2017%2F%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91%2FDJ%E7%83%AD%E8%88%9E%E8%A7%86%E9%A2%91%2F2018%2F2018-04%2F2018-04-09%2F%E3%80%90Avi%E3%80%91%E7%A7%80%E4%B8%BD%E6%B1%9F%E5%B1%B1-%E5%94%AF%E8%8E%8E-%E8%BD%A6%E8%BD%BD%E9%9F%B3%E4%B9%90%E7%B2%BE%E5%93%81%E7%83%AD%E8%88%9EDJ%E8%A7%86%E9%A2%91%5B%E7%8B%AC%E5%AE%B6%5D.mp4
宝贝对不起dj,https://vd4.bdstatic.com/mda-ndm114622ccejsm4/cae_h264_delogo/1650588683136181251/mda-ndm114622ccejsm4.mp4
伤不起dj,https://vd2.bdstatic.com/mda-ndk1gp50bp71j652/cae_h264_delogo/1650507809324077232/mda-ndk1gp50bp71j652.mp4
背叛情歌,https://vd2.bdstatic.com/mda-nd9g7g9pdc9d06hz/sc/cae_h264_delogo/1649669454990045825/mda-nd9g7g9pdc9d06hz.mp4
敢爱敢做,https://vd2.bdstatic.com/mda-ndc6u8dca7ui9wux/sc/cae_h264_delogo/1649829518168665736/mda-ndc6u8dca7ui9wux.mp4
2021酒吧夜店经典中文车载劲爆DJ舞曲大串烧FHD,https://vdse.bdstatic.com//f222c3fafbcc09db6f39991e5c982450.mp4
2021年最劲爆的dj歌曲 全中文舞曲串烧-2021夜店混音FHD,https://vdse.bdstatic.com//02a4b136a5e939a0401fc1b58eec7831.mp4
花儿笑了DJ,https://vd4.bdstatic.com/mda-ncj7vawq5rnk5v59/hd/cae_h264_delogo/1647759626623363912/mda-ncj7vawq5rnk5v59.mp4
DJ《信天游》,https://vd3.bdstatic.com/mda-nd5kjj9w1dkk13am/sc/cae_h264_delogo/1649256546383547912/mda-nd5kjj9w1dkk13am.mp4
老歌DJ《化蝶》,https://vd4.bdstatic.com/mda-nd0if1hnkf4zzh2r/hd/cae_h264_delogo/1648822586944230351/mda-nd0if1hnkf4zzh2r.mp4
爆红全网十首DJ车载,https://vdse.bdstatic.com//1d9f9d517346fec2e70d03eae43cff03.mp4
DJ《精选8首》,https://vdse.bdstatic.com//200ab148a9e867ad29f5fda4ac175305.mp4
荷东dj,https://vd4.bdstatic.com/mda-kc2b015ijvbriss5/v1-cae/sc/mda-kc2b015ijvbriss5.mp4
精选5首《催泪情歌》,https://vdse.bdstatic.com//ee648c31127460a0d345bd335edec60d.mp4
2021年爆红神曲《精选10》,https://vdse.bdstatic.com//1a88c56b0f5b148e5dd61ea7f50d0bd5.mp4
光明DJ4K,https://vd4.bdstatic.com/mda-ma7y4ug97hcdf710/v1-cae/1080p/mda-ma7y4ug97hcdf710.mp4
为爱疯狂,https://vd2.bdstatic.com/mda-maiq19kmh7y0q6wz/v1-cae/1080p/mda-maiq19kmh7y0q6wz.mp4
任妙音《天在下雨我在想你》DJ版,https://vd3.bdstatic.com/mda-makbbuxuhfwrbbjv/v1-cae/1080p/mda-makbbuxuhfwrbbjv.mp4
郑亦辰《消遣》DJ版,https://vd4.bdstatic.com/mda-mapavg9qcn4t5hm6/v2-hknm/1080p/mda-mapavg9qcn4t5hm6.mp4
情歌《你是我今生不能忘的唯一》DJ版,https://vd4.bdstatic.com/mda-mbdzgfvp4bz1hhg8/v1-cae/1080p/mda-mbdzgfvp4bz1hhg8.mp4
